id;value;location;date;measure;unit
711961;3.30;"Sakda";10/2/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
711962;0.08;"Sakda";10/2/2006;"Anionic active surfactants";"mg/l"
711963;0.01;"Sakda";10/2/2006;"Petroleum hydrocarbons";"mg/l"
711965;0.15;"Sakda";10/2/2006;"Atrazine";"µg/l"
711966;0.17;"Sakda";10/2/2006;"Simazine";"µg/l"
711967;0.17;"Sakda";10/2/2006;"Alachlor";"µg/l"
711968;0.03;"Sakda";10/2/2006;"Metolachlor";"µg/l"
711969;0.03;"Sakda";10/2/2006;"p,p-DDT";"µg/l"
711970;0.01;"Sakda";10/2/2006;"p,p-DDD";"µg/l"
711971;0.02;"Sakda";10/2/2006;"p,p-DDE";"µg/l"
711972;0.01;"Sakda";10/2/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
711973;0.05;"Sakda";10/2/2006;"gamma-Hexachlorocyclohexane";"µg/l"
711974;0.07;"Sakda";10/2/2006;"Aldrin";"µg/l"
711975;2.23;"Sakda";10/2/2006;"Macrozoobenthos";
711976;5.50;"Sakda";9/3/2006;"Water temperature";"C"
711979;11.10;"Sakda";9/3/2006;"Dissolved oxygen";"mg/l"
711980;87.80;"Sakda";9/3/2006;"Oxygen saturation";"mg/l"
711982;134.00;"Sakda";9/3/2006;"Total hardness";"mg/l"
711983;175.60;"Sakda";9/3/2006;"Bicarbonates";"mg/l"
711986;344.00;"Sakda";9/3/2006;"Total dissolved salts";"mg/l"
711987;0.41;"Sakda";9/3/2006;"Ammonium";"mg/l"
711988;0.07;"Sakda";9/3/2006;"Nitrites";"mg/l"
711989;2.91;"Sakda";9/3/2006;"Nitrates";"mg/l"
711990;0.12;"Sakda";9/3/2006;"Orthophosphate-phosphorus";"mg/l"
711991;0.17;"Sakda";9/3/2006;"Total phosphorus";"mg/l"
711992;50.00;"Sakda";9/3/2006;"Calcium";"mg/l"
711993;28.20;"Sakda";9/3/2006;"Magnesium";"mg/l"
711994;42.60;"Sakda";9/3/2006;"Chlorides";"mg/l"
711995;39.70;"Sakda";9/3/2006;"Sulphates";"mg/l"
711996;0.06;"Sakda";9/3/2006;"Iron";"mg/l"
711997;0.08;"Sakda";9/3/2006;"Manganese";"mg/l"
711998;11.00;"Sakda";9/3/2006;"Zinc";"µg/l"
711999;7.30;"Sakda";9/3/2006;"Copper";"µg/l"
712000;1.15;"Sakda";9/3/2006;"Chromium";"µg/l"
712001;1.79;"Sakda";9/3/2006;"Lead";"µg/l"
712002;0.03;"Sakda";9/3/2006;"Mercury";"µg/l"
712003;4.38;"Sakda";9/3/2006;"Nickel";"µg/l"
712004;4.10;"Sakda";9/3/2006;"Biochemical Oxygen";"mg/l"
712005;4.50;"Sakda";9/3/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712006;0.08;"Sakda";9/3/2006;"Anionic active surfactants";"mg/l"
712008;2.21;"Sakda";9/3/2006;"Macrozoobenthos";
712009;12.00;"Sakda";15/4/2006;"Water temperature";"C"
712012;9.30;"Sakda";15/4/2006;"Dissolved oxygen";"mg/l"
712013;86.70;"Sakda";15/4/2006;"Oxygen saturation";"mg/l"
712015;149.50;"Sakda";15/4/2006;"Total hardness";"mg/l"
712016;201.30;"Sakda";15/4/2006;"Bicarbonates";"mg/l"
712019;284.00;"Sakda";15/4/2006;"Total dissolved salts";"mg/l"
712020;0.18;"Sakda";15/4/2006;"Ammonium";"mg/l"
712021;0.01;"Sakda";15/4/2006;"Nitrites";"mg/l"
712022;1.25;"Sakda";15/4/2006;"Nitrates";"mg/l"
712023;0.12;"Sakda";15/4/2006;"Orthophosphate-phosphorus";"mg/l"
712024;0.12;"Sakda";15/4/2006;"Total phosphorus";"mg/l"
712025;2.51;"Sakda";15/4/2006;"Silica (SiO2)";"mg/l"
712026;61.00;"Sakda";15/4/2006;"Calcium";"mg/l"
712027;27.70;"Sakda";15/4/2006;"Magnesium";"mg/l"
712028;33.80;"Sakda";15/4/2006;"Chlorides";"mg/l"
712029;39.90;"Sakda";15/4/2006;"Sulphates";"mg/l"
712030;0.71;"Sakda";15/4/2006;"Iron";"mg/l"
712031;0.09;"Sakda";15/4/2006;"Manganese";"mg/l"
712032;40.00;"Sakda";15/4/2006;"Zinc";"µg/l"
712033;8.68;"Sakda";15/4/2006;"Copper";"µg/l"
712034;2.40;"Sakda";15/4/2006;"Chromium";"µg/l"
712035;10.17;"Sakda";15/4/2006;"Lead";"µg/l"
712036;0.08;"Sakda";15/4/2006;"Cadmium";"µg/l"
712037;0.02;"Sakda";15/4/2006;"Mercury";"µg/l"
712038;10.66;"Sakda";15/4/2006;"Nickel";"µg/l"
712039;2.60;"Sakda";15/4/2006;"Biochemical Oxygen";"mg/l"
712040;3.50;"Sakda";15/4/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712041;0.05;"Sakda";15/4/2006;"Anionic active surfactants";"mg/l"
712042;2.94;"Sakda";15/4/2006;"Petroleum hydrocarbons";"mg/l"
712044;0.15;"Sakda";15/4/2006;"Atrazine";"µg/l"
712045;0.02;"Sakda";15/4/2006;"Simazine";"µg/l"
712046;0.46;"Sakda";15/4/2006;"Alachlor";"µg/l"
712047;0.07;"Sakda";15/4/2006;"Metolachlor";"µg/l"
712048;0.01;"Sakda";15/4/2006;"p,p-DDT";"µg/l"
712049;5.0e-03;"Sakda";15/4/2006;"p,p-DDE";"µg/l"
712050;0.05;"Sakda";15/4/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712051;0.11;"Sakda";15/4/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712052;0.11;"Sakda";15/4/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712053;0.31;"Sakda";15/4/2006;"Aldrin";"µg/l"
712054;0.10;"Sakda";15/4/2006;"Dieldrin";"µg/l"
712055;2.13;"Sakda";15/4/2006;"Macrozoobenthos";
712056;17.00;"Sakda";11/5/2006;"Water temperature";"C"
712059;7.30;"Sakda";11/5/2006;"Dissolved oxygen";"mg/l"
712060;76.10;"Sakda";11/5/2006;"Oxygen saturation";"mg/l"
712062;127.00;"Sakda";11/5/2006;"Total hardness";"mg/l"
712063;189.50;"Sakda";11/5/2006;"Bicarbonates";"mg/l"
712066;290.00;"Sakda";11/5/2006;"Total dissolved salts";"mg/l"
712067;0.29;"Sakda";11/5/2006;"Ammonium";"mg/l"
712068;0.01;"Sakda";11/5/2006;"Nitrites";"mg/l"
712069;0.76;"Sakda";11/5/2006;"Nitrates";"mg/l"
712070;1.29;"Sakda";11/5/2006;"Total nitrogen";"mg/l"
712071;0.13;"Sakda";11/5/2006;"Orthophosphate-phosphorus";"mg/l"
712072;0.14;"Sakda";11/5/2006;"Total phosphorus";"mg/l"
712073;7.13;"Sakda";11/5/2006;"Silica (SiO2)";"mg/l"
712074;61.90;"Sakda";11/5/2006;"Calcium";"mg/l"
712075;17.50;"Sakda";11/5/2006;"Magnesium";"mg/l"
712076;33.80;"Sakda";11/5/2006;"Chlorides";"mg/l"
712077;22.20;"Sakda";11/5/2006;"Sulphates";"mg/l"
712078;0.49;"Sakda";11/5/2006;"Iron";"mg/l"
712079;0.07;"Sakda";11/5/2006;"Manganese";"mg/l"
712080;10.00;"Sakda";11/5/2006;"Zinc";"µg/l"
712081;5.45;"Sakda";11/5/2006;"Copper";"µg/l"
712082;0.64;"Sakda";11/5/2006;"Chromium";"µg/l"
712083;13.98;"Sakda";11/5/2006;"Lead";"µg/l"
712084;0.72;"Sakda";11/5/2006;"Cadmium";"µg/l"
712085;0.03;"Sakda";11/5/2006;"Mercury";"µg/l"
712086;2.19;"Sakda";11/5/2006;"Nickel";"µg/l"
712087;1.70;"Sakda";11/5/2006;"Biochemical Oxygen";"mg/l"
712088;4.30;"Sakda";11/5/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712089;0.05;"Sakda";11/5/2006;"Anionic active surfactants";"mg/l"
712090;0.01;"Sakda";11/5/2006;"Petroleum hydrocarbons";"mg/l"
712092;0.08;"Sakda";11/5/2006;"Atrazine";"µg/l"
712093;0.06;"Sakda";11/5/2006;"Simazine";"µg/l"
712094;0.11;"Sakda";11/5/2006;"Alachlor";"µg/l"
712095;0.01;"Sakda";11/5/2006;"Metolachlor";"µg/l"
712096;9.0e-03;"Sakda";11/5/2006;"Heptachlor";"µg/l"
712097;0.04;"Sakda";11/5/2006;"p,p-DDT";"µg/l"
712098;0.02;"Sakda";11/5/2006;"p,p-DDD";"µg/l"
712099;0.02;"Sakda";11/5/2006;"p,p-DDE";"µg/l"
712100;0.02;"Sakda";11/5/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712101;0.01;"Sakda";11/5/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712102;0.01;"Sakda";11/5/2006;"Dieldrin";"µg/l"
712103;0.05;"Sakda";11/5/2006;"Endrin";"µg/l"
712104;2.06;"Sakda";11/5/2006;"Macrozoobenthos";
712105;19.50;"Sakda";8/6/2006;"Water temperature";"C"
712108;7.50;"Sakda";8/6/2006;"Dissolved oxygen";"mg/l"
712109;82.30;"Sakda";8/6/2006;"Oxygen saturation";"mg/l"
712112;273.00;"Sakda";8/6/2006;"Total dissolved salts";"mg/l"
712113;0.26;"Sakda";8/6/2006;"Ammonium";"mg/l"
712114;0.07;"Sakda";8/6/2006;"Nitrites";"mg/l"
712115;0.10;"Sakda";8/6/2006;"Nitrates";"mg/l"
712116;0.03;"Sakda";8/6/2006;"Orthophosphate-phosphorus";"mg/l"
712117;0.08;"Sakda";8/6/2006;"Total phosphorus";"mg/l"
712118;6.31;"Sakda";8/6/2006;"Silica (SiO2)";"mg/l"
712119;53.70;"Sakda";8/6/2006;"Calcium";"mg/l"
712120;23.90;"Sakda";8/6/2006;"Magnesium";"mg/l"
712121;0.00;"Sakda";8/6/2006;"Chlorides";"mg/l"
712122;0.00;"Sakda";8/6/2006;"Sulphates";"mg/l"
712123;0.29;"Sakda";8/6/2006;"Iron";"mg/l"
712124;0.05;"Sakda";8/6/2006;"Manganese";"mg/l"
712125;201.00;"Sakda";8/6/2006;"Zinc";"µg/l"
712126;6.86;"Sakda";8/6/2006;"Copper";"µg/l"
712127;1.51;"Sakda";8/6/2006;"Chromium";"µg/l"
712128;2.87;"Sakda";8/6/2006;"Lead";"µg/l"
712129;0.05;"Sakda";8/6/2006;"Cadmium";"µg/l"
712130;0.02;"Sakda";8/6/2006;"Mercury";"µg/l"
712131;1.38;"Sakda";8/6/2006;"Nickel";"µg/l"
712132;2.00;"Sakda";8/6/2006;"Biochemical Oxygen";"mg/l"
712133;5.00;"Sakda";8/6/2006;"Chemical Oxygen Demand (Cr)";"mg/l"
712134;3.70;"Sakda";8/6/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712135;0.06;"Sakda";8/6/2006;"Anionic active surfactants";"mg/l"
712137;0.51;"Sakda";8/6/2006;"Atrazine";"µg/l"
712138;0.59;"Sakda";8/6/2006;"Simazine";"µg/l"
712139;0.55;"Sakda";8/6/2006;"Alachlor";"µg/l"
712140;0.14;"Sakda";8/6/2006;"Metolachlor";"µg/l"
712141;0.12;"Sakda";8/6/2006;"Heptachloroepoxide";"µg/l"
712142;5.0e-03;"Sakda";8/6/2006;"Heptachlor";"µg/l"
712143;0.20;"Sakda";8/6/2006;"Endosulfan (alpha)";"µg/l"
712144;0.05;"Sakda";8/6/2006;"Endosulfan (beta)";"µg/l"
712145;0.08;"Sakda";8/6/2006;"p,p-DDT";"µg/l"
712146;0.10;"Sakda";8/6/2006;"p,p-DDD";"µg/l"
712147;0.02;"Sakda";8/6/2006;"p,p-DDE";"µg/l"
712148;0.01;"Sakda";8/6/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712149;0.05;"Sakda";8/6/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712150;0.02;"Sakda";8/6/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712151;0.19;"Sakda";8/6/2006;"Aldrin";"µg/l"
712152;0.04;"Sakda";8/6/2006;"Dieldrin";"µg/l"
712153;5.0e-03;"Sakda";8/6/2006;"Endrin";"µg/l"
712154;1.96;"Sakda";8/6/2006;"Macrozoobenthos";
712155;20.00;"Sakda";13/7/2006;"Water temperature";"C"
712158;6.90;"Sakda";13/7/2006;"Dissolved oxygen";"mg/l"
712159;76.40;"Sakda";13/7/2006;"Oxygen saturation";"mg/l"
712161;128.00;"Sakda";13/7/2006;"Total hardness";"mg/l"
712162;195.20;"Sakda";13/7/2006;"Bicarbonates";"mg/l"
712165;264.00;"Sakda";13/7/2006;"Total dissolved salts";"mg/l"
712166;0.18;"Sakda";13/7/2006;"Ammonium";"mg/l"
712167;0.07;"Sakda";13/7/2006;"Nitrites";"mg/l"
712168;0.89;"Sakda";13/7/2006;"Nitrates";"mg/l"
712169;1.38;"Sakda";13/7/2006;"Total nitrogen";"mg/l"
712170;0.01;"Sakda";13/7/2006;"Orthophosphate-phosphorus";"mg/l"
712171;0.08;"Sakda";13/7/2006;"Total phosphorus";"mg/l"
712172;6.09;"Sakda";13/7/2006;"Silica (SiO2)";"mg/l"
712173;58.40;"Sakda";13/7/2006;"Calcium";"mg/l"
712174;20.40;"Sakda";13/7/2006;"Magnesium";"mg/l"
712175;35.50;"Sakda";13/7/2006;"Chlorides";"mg/l"
712176;30.20;"Sakda";13/7/2006;"Sulphates";"mg/l"
712177;0.11;"Sakda";13/7/2006;"Iron";"mg/l"
712178;0.02;"Sakda";13/7/2006;"Manganese";"mg/l"
712179;10.00;"Sakda";13/7/2006;"Zinc";"µg/l"
712180;7.98;"Sakda";13/7/2006;"Copper";"µg/l"
712181;1.63;"Sakda";13/7/2006;"Chromium";"µg/l"
712182;2.07;"Sakda";13/7/2006;"Lead";"µg/l"
712183;0.05;"Sakda";13/7/2006;"Cadmium";"µg/l"
712184;0.02;"Sakda";13/7/2006;"Mercury";"µg/l"
712185;0.85;"Sakda";13/7/2006;"Nickel";"µg/l"
712186;2.30;"Sakda";13/7/2006;"Biochemical Oxygen";"mg/l"
712187;3.20;"Sakda";13/7/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712188;0.26;"Sakda";13/7/2006;"Anionic active surfactants";"mg/l"
712189;3.64;"Sakda";13/7/2006;"Petroleum hydrocarbons";"mg/l"
712191;0.12;"Sakda";13/7/2006;"Atrazine";"µg/l"
712192;0.05;"Sakda";13/7/2006;"Simazine";"µg/l"
712193;0.16;"Sakda";13/7/2006;"Alachlor";"µg/l"
712194;0.03;"Sakda";13/7/2006;"Metolachlor";"µg/l"
712195;0.03;"Sakda";13/7/2006;"Heptachloroepoxide";"µg/l"
712196;5.0e-03;"Sakda";13/7/2006;"Heptachlor";"µg/l"
712197;0.04;"Sakda";13/7/2006;"Endosulfan (alpha)";"µg/l"
712198;0.04;"Sakda";13/7/2006;"Endosulfan (beta)";"µg/l"
712199;0.12;"Sakda";13/7/2006;"p,p-DDT";"µg/l"
712200;0.03;"Sakda";13/7/2006;"p,p-DDD";"µg/l"
712201;0.03;"Sakda";13/7/2006;"p,p-DDE";"µg/l"
712202;0.03;"Sakda";13/7/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712203;0.01;"Sakda";13/7/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712204;0.03;"Sakda";13/7/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712205;0.13;"Sakda";13/7/2006;"Aldrin";"µg/l"
712206;0.09;"Sakda";13/7/2006;"Dieldrin";"µg/l"
712207;0.05;"Sakda";13/7/2006;"Endrin";"µg/l"
712208;1.83;"Sakda";13/7/2006;"Macrozoobenthos";
712209;24.00;"Sakda";10/8/2006;"Water temperature";"C"
712212;5.70;"Sakda";10/8/2006;"Dissolved oxygen";"mg/l"
712213;68.60;"Sakda";10/8/2006;"Oxygen saturation";"mg/l"
712215;105.00;"Sakda";10/8/2006;"Total hardness";"mg/l"
712216;219.60;"Sakda";10/8/2006;"Bicarbonates";"mg/l"
712219;268.00;"Sakda";10/8/2006;"Total dissolved salts";"mg/l"
712220;0.83;"Sakda";10/8/2006;"Ammonium";"mg/l"
712221;0.01;"Sakda";10/8/2006;"Nitrites";"mg/l"
712222;1.01;"Sakda";10/8/2006;"Nitrates";"mg/l"
712223;2.23;"Sakda";10/8/2006;"Total nitrogen";"mg/l"
712224;7.0e-03;"Sakda";10/8/2006;"Orthophosphate-phosphorus";"mg/l"
712225;0.09;"Sakda";10/8/2006;"Total phosphorus";"mg/l"
712226;9.56;"Sakda";10/8/2006;"Silica (SiO2)";"mg/l"
712227;50.00;"Sakda";10/8/2006;"Calcium";"mg/l"
712228;15.30;"Sakda";10/8/2006;"Magnesium";"mg/l"
712229;41.70;"Sakda";10/8/2006;"Chlorides";"mg/l"
712230;31.40;"Sakda";10/8/2006;"Sulphates";"mg/l"
712231;0.63;"Sakda";10/8/2006;"Iron";"mg/l"
712232;0.03;"Sakda";10/8/2006;"Manganese";"mg/l"
712233;12.00;"Sakda";10/8/2006;"Zinc";"µg/l"
712234;5.47;"Sakda";10/8/2006;"Copper";"µg/l"
712235;0.36;"Sakda";10/8/2006;"Chromium";"µg/l"
712236;13.78;"Sakda";10/8/2006;"Lead";"µg/l"
712237;0.84;"Sakda";10/8/2006;"Cadmium";"µg/l"
712238;0.04;"Sakda";10/8/2006;"Mercury";"µg/l"
712239;4.76;"Sakda";10/8/2006;"Nickel";"µg/l"
712240;3.20;"Sakda";10/8/2006;"Biochemical Oxygen";"mg/l"
712241;20.00;"Sakda";10/8/2006;"Chemical Oxygen Demand (Cr)";"mg/l"
712242;3.20;"Sakda";10/8/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712243;0.06;"Sakda";10/8/2006;"Anionic active surfactants";"mg/l"
712244;1.56;"Sakda";10/8/2006;"Petroleum hydrocarbons";"mg/l"
712246;0.13;"Sakda";10/8/2006;"Atrazine";"µg/l"
712247;0.08;"Sakda";10/8/2006;"Simazine";"µg/l"
712248;0.06;"Sakda";10/8/2006;"Alachlor";"µg/l"
712249;0.03;"Sakda";10/8/2006;"Metolachlor";"µg/l"
712250;5.0e-03;"Sakda";10/8/2006;"Heptachloroepoxide";"µg/l"
712251;5.0e-03;"Sakda";10/8/2006;"Heptachlor";"µg/l"
712252;0.02;"Sakda";10/8/2006;"Endosulfan (alpha)";"µg/l"
712253;0.05;"Sakda";10/8/2006;"Endosulfan (beta)";"µg/l"
712254;0.01;"Sakda";10/8/2006;"p,p-DDT";"µg/l"
712255;0.02;"Sakda";10/8/2006;"p,p-DDD";"µg/l"
712256;8.0e-03;"Sakda";10/8/2006;"p,p-DDE";"µg/l"
712257;5.0e-03;"Sakda";10/8/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712258;0.01;"Sakda";10/8/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712259;6.0e-03;"Sakda";10/8/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712260;0.04;"Sakda";10/8/2006;"Aldrin";"µg/l"
712261;5.0e-03;"Sakda";10/8/2006;"Dieldrin";"µg/l"
712262;5.0e-03;"Sakda";10/8/2006;"Endrin";"µg/l"
712263;2.00;"Sakda";10/8/2006;"Macrozoobenthos";
712264;18.00;"Sakda";7/9/2006;"Water temperature";"C"
712267;6.40;"Sakda";7/9/2006;"Dissolved oxygen";"mg/l"
712268;70.00;"Sakda";7/9/2006;"Oxygen saturation";"mg/l"
712270;114.00;"Sakda";7/9/2006;"Total hardness";"mg/l"
712271;183.00;"Sakda";7/9/2006;"Bicarbonates";"mg/l"
712274;270.00;"Sakda";7/9/2006;"Total dissolved salts";"mg/l"
712275;0.50;"Sakda";7/9/2006;"Ammonium";"mg/l"
712276;5.0e-03;"Sakda";7/9/2006;"Nitrites";"mg/l"
712277;1.20;"Sakda";7/9/2006;"Nitrates";"mg/l"
712278;6.0e-03;"Sakda";7/9/2006;"Orthophosphate-phosphorus";"mg/l"
712279;0.07;"Sakda";7/9/2006;"Total phosphorus";"mg/l"
712280;8.92;"Sakda";7/9/2006;"Silica (SiO2)";"mg/l"
712281;51.70;"Sakda";7/9/2006;"Calcium";"mg/l"
712282;18.20;"Sakda";7/9/2006;"Magnesium";"mg/l"
712283;41.70;"Sakda";7/9/2006;"Chlorides";"mg/l"
712284;27.18;"Sakda";7/9/2006;"Sulphates";"mg/l"
712285;0.11;"Sakda";7/9/2006;"Iron";"mg/l"
712286;0.02;"Sakda";7/9/2006;"Manganese";"mg/l"
712287;48.00;"Sakda";7/9/2006;"Zinc";"µg/l"
712288;5.68;"Sakda";7/9/2006;"Copper";"µg/l"
712289;1.21;"Sakda";7/9/2006;"Chromium";"µg/l"
712290;5.01;"Sakda";7/9/2006;"Lead";"µg/l"
712291;0.32;"Sakda";7/9/2006;"Cadmium";"µg/l"
712292;0.03;"Sakda";7/9/2006;"Mercury";"µg/l"
712293;1.66;"Sakda";7/9/2006;"Nickel";"µg/l"
712294;3.00;"Sakda";7/9/2006;"Biochemical Oxygen";"mg/l"
712295;20.00;"Sakda";7/9/2006;"Chemical Oxygen Demand (Cr)";"mg/l"
712296;3.40;"Sakda";7/9/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712297;3.11;"Sakda";7/9/2006;"Petroleum hydrocarbons";"mg/l"
712298;0.32;"Sakda";7/9/2006;"Atrazine";"µg/l"
712299;0.04;"Sakda";7/9/2006;"Simazine";"µg/l"
712300;0.35;"Sakda";7/9/2006;"Alachlor";"µg/l"
712301;0.10;"Sakda";7/9/2006;"Metolachlor";"µg/l"
712302;5.0e-03;"Sakda";7/9/2006;"Heptachloroepoxide";"µg/l"
712303;0.01;"Sakda";7/9/2006;"Heptachlor";"µg/l"
712304;0.13;"Sakda";7/9/2006;"Endosulfan (alpha)";"µg/l"
712305;0.28;"Sakda";7/9/2006;"Endosulfan (beta)";"µg/l"
712306;0.01;"Sakda";7/9/2006;"p,p-DDT";"µg/l"
712307;0.02;"Sakda";7/9/2006;"p,p-DDD";"µg/l"
712308;0.02;"Sakda";7/9/2006;"p,p-DDE";"µg/l"
712309;5.0e-03;"Sakda";7/9/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712310;0.04;"Sakda";7/9/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712311;0.04;"Sakda";7/9/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712312;0.07;"Sakda";7/9/2006;"Aldrin";"µg/l"
712313;5.0e-03;"Sakda";7/9/2006;"Dieldrin";"µg/l"
712314;0.10;"Sakda";7/9/2006;"Endrin";"µg/l"
712315;15.00;"Sakda";12/10/2006;"Water temperature";"C"
712318;7.70;"Sakda";12/10/2006;"Dissolved oxygen";"mg/l"
712319;76.00;"Sakda";12/10/2006;"Oxygen saturation";"mg/l"
712321;145.00;"Sakda";12/10/2006;"Total hardness";"mg/l"
712322;170.80;"Sakda";12/10/2006;"Bicarbonates";"mg/l"
712325;345.00;"Sakda";12/10/2006;"Total dissolved salts";"mg/l"
712326;1.82;"Sakda";12/10/2006;"Ammonium";"mg/l"
712327;0.01;"Sakda";12/10/2006;"Nitrites";"mg/l"
712328;1.02;"Sakda";12/10/2006;"Nitrates";"mg/l"
712329;0.04;"Sakda";12/10/2006;"Orthophosphate-phosphorus";"mg/l"
712330;0.22;"Sakda";12/10/2006;"Total phosphorus";"mg/l"
712331;7.49;"Sakda";12/10/2006;"Silica (SiO2)";"mg/l"
712332;52.10;"Sakda";12/10/2006;"Calcium";"mg/l"
712333;31.60;"Sakda";12/10/2006;"Magnesium";"mg/l"
712334;48.20;"Sakda";12/10/2006;"Chlorides";"mg/l"
712335;34.90;"Sakda";12/10/2006;"Sulphates";"mg/l"
712336;0.13;"Sakda";12/10/2006;"Iron";"mg/l"
712337;0.03;"Sakda";12/10/2006;"Manganese";"mg/l"
712338;16.00;"Sakda";12/10/2006;"Zinc";"µg/l"
712339;8.04;"Sakda";12/10/2006;"Copper";"µg/l"
712340;1.16;"Sakda";12/10/2006;"Chromium";"µg/l"
712341;3.89;"Sakda";12/10/2006;"Lead";"µg/l"
712342;0.15;"Sakda";12/10/2006;"Cadmium";"µg/l"
712343;0.02;"Sakda";12/10/2006;"Mercury";"µg/l"
712344;1.20;"Sakda";12/10/2006;"Nickel";"µg/l"
712345;2.40;"Sakda";12/10/2006;"Biochemical Oxygen";"mg/l"
712346;23.00;"Sakda";12/10/2006;"Chemical Oxygen Demand (Cr)";"mg/l"
712347;3.20;"Sakda";12/10/2006;"Chemical Oxygen Demand (Mn)";"mg/l"
712348;0.01;"Sakda";12/10/2006;"Petroleum hydrocarbons";"mg/l"
712349;0.18;"Sakda";12/10/2006;"Atrazine";"µg/l"
712350;0.24;"Sakda";12/10/2006;"Simazine";"µg/l"
712351;0.08;"Sakda";12/10/2006;"Alachlor";"µg/l"
712352;0.04;"Sakda";12/10/2006;"Metolachlor";"µg/l"
712353;5.0e-03;"Sakda";12/10/2006;"Heptachloroepoxide";"µg/l"
712354;5.0e-03;"Sakda";12/10/2006;"Heptachlor";"µg/l"
712355;0.05;"Sakda";12/10/2006;"Endosulfan (alpha)";"µg/l"
712356;0.10;"Sakda";12/10/2006;"Endosulfan (beta)";"µg/l"
712357;0.01;"Sakda";12/10/2006;"p,p-DDT";"µg/l"
712358;0.02;"Sakda";12/10/2006;"p,p-DDD";"µg/l"
712359;0.01;"Sakda";12/10/2006;"p,p-DDE";"µg/l"
712360;5.0e-03;"Sakda";12/10/2006;"alpha-Hexachlorocyclohexane";"µg/l"
712361;0.01;"Sakda";12/10/2006;"beta-Hexaxchlorocyclohexane";"µg/l"
712362;0.02;"Sakda";12/10/2006;"gamma-Hexachlorocyclohexane";"µg/l"
712363;0.03;"Sakda";12/10/2006;"Aldrin";"µg/l"
712364;5.0e-03;"Sakda";12/10/2006;"Dieldrin";"µg/l"
712365;0.22;"Sakda";12/10/2006;"Endrin";"µg/l"
712366;2.13;"Sakda";12/10/2006;"Macrozoobenthos";
712367;13.50;"Sakda";9/11/2006;"Water temperature";"C"
712370;8.60;"Sakda";9/11/2006;"Dissolved oxygen";"mg/l"
712371;83.00;"Sakda";9/11/2006;"Oxygen saturation";"mg/l"
712373;168.00;"Sakda";9/11/2006;"Total hardness";"mg/l"
712374;217.70;"Sakda";9/11/2006;"Bicarbonates";"mg/l"
712377;295.00;"Sakda";9/11/2006;"Total dissolved salts";"mg/l"
712378;0.19;"Sakda";9/11/2006;"Ammonium";"mg/l"
712379;0.02;"Sakda";9/11/2006;"Nitrites";"mg/l"
712380;1.33;"Sakda";9/11/2006;"Nitrates";"mg/l"
712381;0.09;"Sakda";9/11/2006;"Orthophosphate-phosphorus";"mg/l"
712382;0.12;"Sakda";9/11/2006;"Total phosphorus";"mg/l"
712383;6.61;"Sakda";9/11/2006;"Silica (SiO2)";"mg/l"
712384;68.10;"Sakda";9/11/2006;"Calcium";"mg/l"
712385;31.60;"Sakda";9/11/2006;"Magnesium";"mg/l"
712386;41.30;"Sakda";9/11/2006;"Chlorides";"mg/l"
712387;11.20;"Sakda";9/11/2006;"Sulphates";"mg/l"
712388;0.51;"Sakda";9/11/2006;"Iron";"mg/l"
712389;0.04;"Sakda";9/11/2006;"Manganese";"mg/l"
712390;10.00;"Sakda";9/11/2006;"Zinc";"µg/l"
712391;5.63;"Sakda";9/11/2006;"Copper";"µg/l"
712392;3.20;"Sakda";9/11/2006;"Chromium";"µg/l"
712393;28.21;"Sakda";9/11/2006;"Lead";"µg/l"
712394;0.25;"Sakda";9/11/2006;"Cadmium";"µg/l"
712395;2.51;"Sakda";9/11/2006;"Nickel";"µg/l"
712396;1.20;"Sakda";9/11/2006;"Biochemical Oxygen";"mg/l"
712397;24.10;"Sakda";9/11/2006;"Chemical Oxygen Demand (Cr)";"mg/l"
